Iteration,numThreads,range,size,minTxOps,minNonTxOps,ReadOnlyFrac,throughputOps,throughputTxs,aborts,elapsedTime,numReadOps,numWriteOps,operations,,,,
30,128,2048,1024,10,10,0.5,5415142,9142,92,0.014,75220,592,75812,,,,
31,128,2048,1024,10,10,0.5,5365117,7529,112,0.017,90520,687,91207,,,,
32,128,2048,1024,10,10,0.5,6052733,8533,133,0.015,89996,795,90791,,,,
33,128,2048,1024,10,10,0.5,6204250,8000,173,0.016,98236,1032,99268,,,,
34,128,2048,1024,10,10,0.5,6653300,6400,262,0.02,131596,1470,133066,,,,
35,128,2048,1024,10,10,0.5,5651533,8533,118,0.015,84128,645,84773,,,,
36,128,2048,1024,10,10,0.5,5322200,8533,102,0.015,79051,782,79833,,,,
37,128,2048,1024,10,10,0.5,4607933,8533,104,0.015,68189,930,69119,,,,
38,128,2048,1024,10,10,0.5,6777142,9142,155,0.014,93842,1038,94880,,,,
39,128,2048,1024,10,10,0.5,5403200,8533,114,0.015,80351,697,81048,,,,
40,128,2048,1024,10,10,0.5,9904500,9142,236,0.014,137504,1159,138663,,,,
41,128,2048,1024,10,10,0.5,7775333,10666,136,0.012,92489,815,93304,,,,
42,128,2048,1024,10,10,0.5,4399875,8000,100,0.016,69568,830,70398,,,,
43,128,2048,1024,10,10,0.5,8088333,10666,155,0.012,96230,830,97060,,,,
44,128,2048,1024,10,10,0.5,8669769,9846,253,0.013,111843,864,112707,,,,
45,128,2048,1024,10,10,0.5,8337076,9846,183,0.013,107552,830,108382,,,,
46,128,2048,1024,10,10,0.5,8006461,9846,163,0.013,103358,726,104084,,,,
47,128,2048,1024,10,10,0.5,9036076,9846,185,0.013,116606,863,117469,,,,
48,128,2048,1024,10,10,0.5,5925000,9846,102,0.013,76265,760,77025,,,,
49,128,2048,1024,10,10,0.5,10253000,11636,186,0.011,111917,866,112783,,,,
50,128,2048,1024,10,10,0.5,8024909,11636,153,0.011,87374,900,88274,,,,
51,128,2048,1024,10,10,0.5,9117300,12800,139,0.01,90431,742,91173,,,,
52,128,2048,1024,10,10,0.5,9820700,12800,132,0.01,97343,864,98207,,,,
53,128,2048,1024,10,10,0.5,4896090,5818,218,0.022,106463,1251,107714,,,,
54,128,2048,1024,10,10,0.5,3088826,5565,108,0.023,70057,986,71043,,,,
55,128,2048,1024,10,10,0.5,6089307,9846,166,0.013,77902,1259,79161,,,,
56,128,2048,1024,10,10,0.5,9543727,11636,207,0.011,103941,1040,104981,,,,
57,128,2048,1024,10,10,0.5,9511000,12800,167,0.01,94064,1046,95110,,,,
58,128,2048,1024,10,10,0.5,4670133,8533,170,0.015,69187,865,70052,,,,
59,128,2048,1024,10,10,0.5,10560100,12800,185,0.01,104588,1013,105601,,,,
60,128,2048,1024,10,10,0.5,11859125,16000,172,0.008,93923,950,94873,,,,
61,128,2048,1024,10,10,0.5,10721100,12800,237,0.01,105795,1416,107211,,,,
62,128,2048,1024,10,10,0.5,8880909,11636,165,0.011,96733,957,97690,,,,
63,128,2048,1024,10,10,0.5,7264800,8533,4114,0.015,107926,1046,108972,,,,
64,128,2048,1024,10,10,0.5,8546357,9142,190,0.014,118805,844,119649,,,,
65,128,2048,1024,10,10,0.5,8586333,10666,173,0.012,102216,820,103036,,,,
66,128,2048,1024,10,10,0.5,8482230,9846,187,0.013,109300,969,110269,,,,
67,128,2048,1024,10,10,0.5,4700600,8533,87,0.015,69778,731,70509,,,,
68,128,2048,1024,10,10,0.5,8160285,9142,185,0.014,113478,766,114244,,,,
69,128,2048,1024,10,10,0.5,8515461,9846,188,0.013,109693,1008,110701,,,,
70,128,2048,1024,10,10,0.5,7235785,9142,133,0.014,100688,613,101301,,,,
71,128,2048,1024,10,10,0.5,6964125,8000,168,0.016,110716,710,111426,,,,
72,128,2048,1024,10,10,0.5,9426333,10666,183,0.012,112296,820,113116,,,,
73,128,2048,1024,10,10,0.5,6193615,9846,135,0.013,79759,758,80517,,,,
74,128,2048,1024,10,10,0.5,6810923,9846,134,0.013,87861,681,88542,,,,
75,128,2048,1024,10,10,0.5,9113769,9846,213,0.013,117596,883,118479,,,,
76,128,2048,1024,10,10,0.5,7492461,9846,167,0.013,96664,738,97402,,,,
77,128,2048,1024,10,10,0.5,5910928,9142,139,0.014,81792,961,82753,,,,
78,128,2048,1024,10,10,0.5,9087500,10666,165,0.012,108290,760,109050,,,,
79,128,2048,1024,10,10,0.5,9206333,10666,178,0.012,109585,891,110476,,,,
80,128,2048,1024,10,10,0.5,5746428,9142,143,0.014,79830,620,80450,,,,
81,128,2048,1024,10,10,0.5,7807000,9846,170,0.013,100567,924,101491,,,,
82,128,2048,1024,10,10,0.5,8401800,12800,166,0.01,83010,1008,84018,,,,
83,128,2048,1024,10,10,0.5,8406142,9142,186,0.014,116822,864,117686,,,,
84,128,2048,1024,10,10,0.5,8585333,8533,184,0.015,128035,745,128780,,,,
85,128,2048,1024,10,10,0.5,7545846,9846,270,0.013,97135,961,98096,,,,
86,128,2048,1024,10,10,0.5,8028142,9142,187,0.014,111405,989,112394,,,,
87,128,2048,1024,10,10,0.5,4896384,9846,91,0.013,62787,866,63653,,,,
88,128,2048,1024,10,10,0.5,6631076,9846,114,0.013,85521,683,86204,,,,
89,128,2048,1024,10,10,0.5,8521538,9846,160,0.013,110007,773,110780,,,,
90,128,2048,1024,10,10,0.5,8658285,9142,207,0.014,120236,980,121216,,,,
91,128,2048,1024,10,10,0.5,8311692,9846,209,0.013,107235,817,108052,,,,
92,128,2048,1024,10,10,0.5,7995538,9846,178,0.013,103060,882,103942,,,,
93,128,2048,1024,10,10,0.5,7825833,10666,190,0.012,92758,1152,93910,,,,
94,128,2048,1024,10,10,0.5,8325909,11636,154,0.011,90791,794,91585,,,,
95,128,2048,1024,10,10,0.5,7369454,11636,151,0.011,80007,1057,81064,,,,
96,128,2048,1024,10,10,0.5,7632692,9846,218,0.013,98082,1143,99225,,,,
97,128,2048,1024,10,10,0.5,8876600,12800,171,0.01,87725,1041,88766,,,,
98,128,2048,1024,10,10,0.5,10556444,14222,165,0.009,94081,927,95008,,,,
99,128,2048,1024,10,10,0.5,9382800,12800,167,0.01,92857,971,93828,,,,
